app,component,kind,baseline_params,emitted_params
com.asdoi.quicktiles.apk,com.asdoi.quicksettings.intent_tiles.OpenAppFiveTileService,Service,8,2
com.asdoi.quicktiles.apk,f.d.a.a.k.o,Fragment,0,0
com.asdoi.quicktiles.apk,com.asdoi.quicksettings.intent_tiles.OpenDisplayTileService,Service,8,2
com.asdoi.quicktiles.apk,e.k.a.c,Fragment,0,0
com.asdoi.quicktiles.apk,e.k.a.e,Activity,4,1
com.asdoi.quicktiles.apk,com.asdoi.quicksettings.tiles.ScreenTimeoutTileService,Service,8,2
com.asdoi.quicktiles.apk,com.asdoi.quicksettings.utils.CustomAccessibilityService,Service,8,2
com.asdoi.quicktiles.apk,com.asdoi.quicksettings.accessibility_tiles.ScreenshotTileService,Service,8,2
com.asdoi.quicktiles.apk,f.d.a.a.k.x,Fragment,0,0
com.gimranov.zandy.app.apk,com.gimranov.zandy.app.NoteActivity,Activity,4,1
com.gimranov.zandy.app.apk,com.gimranov.zandy.app.DrawerNavigationActivity,Activity,4,1
com.gimranov.zandy.app.apk,com.gimranov.zandy.app.ItemActivity,Activity,4,1
com.gimranov.zandy.app.apk,com.gimranov.zandy.app.LookupActivity,Activity,4,1
com.gimranov.zandy.app.apk,com.gimranov.zandy.app.CollectionActivity,Activity,4,1
com.gimranov.zandy.app.apk,com.gimranov.zandy.app.AttachmentActivity,Activity,4,1
com.gimranov.zandy.app.apk,com.gimranov.zandy.app.MainActivity,Activity,4,1
com.gimranov.zandy.app.apk,com.gimranov.zandy.app.CollectionMembershipActivity,Activity,4,1
com.gimranov.zandy.app.apk,com.gimranov.zandy.app.CreatorActivity,Activity,4,1
com.gimranov.zandy.app.apk,com.gimranov.zandy.app.RequestActivity,Activity,4,1
com.gimranov.zandy.app.apk,com.gimranov.zandy.app.ItemDataActivity,Activity,4,1
com.gimranov.zandy.app.apk,com.gimranov.zandy.app.TagActivity,Activity,4,1
com.gimranov.zandy.app.apk,com.gimranov.zandy.app.SettingsActivity,Activity,4,1
com.mobile.bummerzaehler.apk,com.mobile.bummerzaehler.ThreePlayerStartActivity,Activity,4,1
com.mobile.bummerzaehler.apk,com.mobile.bummerzaehler.FourPlayerStartActivity,Activity,4,1
com.mobile.bummerzaehler.apk,com.mobile.bummerzaehler.TwoPlayerActivity,Activity,4,1
com.mobile.bummerzaehler.apk,com.mobile.bummerzaehler.ThreePlayerActivity,Activity,4,1
com.mobile.bummerzaehler.apk,com.mobile.bummerzaehler.ParentActivity,Activity,4,1
com.mobile.bummerzaehler.apk,com.mobile.bummerzaehler.FourPlayerActivity,Activity,4,1
com.mobile.bummerzaehler.apk,com.mobile.bummerzaehler.MainActivity,Activity,4,1
com.mobile.bummerzaehler.apk,com.mobile.bummerzaehler.TwoPlayerStartActivity,Activity,4,1
com.mobile.bummerzaehler.apk,com.mobile.bummerzaehler.CreatePlayerActivity,Activity,4,1
com.mobile.bummerzaehler.apk,com.mobile.bummerzaehler.HistoryActivity,Activity,4,1
com.mobile.bummerzaehler.apk,com.mobile.bummerzaehler.OptionsActivity,Activity,4,1
com.mobile.bummerzaehler.apk,com.mobile.bummerzaehler.PlayersActivity,Activity,4,1
com.tuyafeng.watt.apk,g.n.x,Fragment,9,5
com.tuyafeng.watt.apk,g.h.b.f,Activity,4,1
com.tuyafeng.watt.apk,g.b.c.m$g$a,Receiver,2,2
com.tuyafeng.watt.apk,g.l.b.o,Activity,4,1
com.tuyafeng.watt.apk,com.tuyafeng.watt.Main,Activity,4,1
com.tuyafeng.watt.apk,g.b.c.j,Activity,4,1
com.uberspot.a2048_25.apk,com.uberspot.a2048.MainActivity,Activity,4,1
jp.takke.cpustats.apk,f.i.b.p,Activity,4,1
jp.takke.cpustats.apk,f.f.b.i,Activity,4,1
jp.takke.cpustats.apk,f.b.c.l,Activity,4,1
jp.takke.cpustats.apk,jp.takke.cpustats.UsageUpdateService$mReceiver$1,Receiver,2,2
jp.takke.cpustats.apk,jp.takke.cpustats.UsageUpdateService,Service,8,2
jp.takke.cpustats.apk,jp.takke.cpustats.AboutActivity,Activity,4,1
jp.takke.cpustats.apk,f.k.q,Fragment,9,5
jp.takke.cpustats.apk,f.b.c.o$g$a,Receiver,2,2
jp.takke.cpustats.apk,jp.takke.cpustats.PreviewActivity,Activity,4,1
jp.takke.cpustats.apk,jp.takke.cpustats.ConfigActivity,Activity,4,1
jp.takke.cpustats.apk,jp.takke.cpustats.BootReceiver,Receiver,2,2
net.gitsaibot.af.apk,net.gitsaibot.af.AixService,Service,8,2
net.gitsaibot.af.apk,net.gitsaibot.af.AixConfigure,Activity,4,1
net.gitsaibot.af.apk,net.gitsaibot.af.AixWidget,Receiver,2,2
net.gitsaibot.af.apk,net.gitsaibot.af.AixLocationSelectionActivity,Activity,4,1
net.gitsaibot.af.apk,net.gitsaibot.af.AixProvider,Provider,0,0
net.gitsaibot.af.apk,net.gitsaibot.af.AixServiceReceiver,Receiver,2,2
net.gitsaibot.af.apk,net.gitsaibot.af.AixIntro,Activity,4,1
net.gitsaibot.af.apk,net.gitsaibot.af.AixDeviceProfileActivity,Activity,4,1
xyz.myachin.downloader.apk,b.w.v.q.f.e$a,Receiver,2,2
xyz.myachin.downloader.apk,xyz.myachin.downloader.ui.SettingsActivity$a,Fragment,0,0
xyz.myachin.downloader.apk,b.o.d,Fragment,0,0
xyz.myachin.downloader.apk,xyz.myachin.downloader.ui.share.SharingActivity,Activity,4,1
xyz.myachin.downloader.apk,b.b.c.g,Activity,4,1
xyz.myachin.downloader.apk,c.b.a.a.m.x,Fragment,0,0
xyz.myachin.downloader.apk,xyz.myachin.downloader.ui.share.ProxySharingActivity,Activity,4,1
xyz.myachin.downloader.apk,b.o.f,Fragment,0,0
xyz.myachin.downloader.apk,xyz.myachin.downloader.ui.DisableIconActivity,Activity,4,1
xyz.myachin.downloader.apk,xyz.myachin.downloader.receivers.DownManNotifyReceiver,Receiver,2,2
xyz.myachin.downloader.apk,c.b.a.a.m.o,Fragment,0,0
xyz.myachin.downloader.apk,b.w.v.q.f.c$a,Receiver,2,2
xyz.myachin.downloader.apk,b.o.e,Fragment,0,0
xyz.myachin.downloader.apk,b.m.q,Fragment,9,5
xyz.myachin.downloader.apk,b.k.b.e,Activity,4,1
xyz.myachin.downloader.apk,b.o.a,Fragment,0,0
xyz.myachin.downloader.apk,xyz.myachin.downloader.ui.SettingsActivity,Activity,4,1
xyz.myachin.downloader.apk,b.b.c.j$f$a,Receiver,2,2
xyz.myachin.downloader.apk,b.h.b.f,Activity,4,1
xyz.myachin.downloader.apk,b.k.b.c,Fragment,0,0
xyz.myachin.downloader.apk,b.o.c,Fragment,0,0
xyz.myachin.downloader.apk,b.m.k,Service,8,2
xyz.myachin.downloader.apk,c.b.a.a.m.r,Fragment,0,0
xyz.myachin.downloader.apk,c.b.a.a.m.g,Fragment,0,0
appnewnessoflifefellowshiporg.wpapp.apk,com.google.android.gms.common.api.GoogleApiActivity,Activity,4,1
appnewnessoflifefellowshiporg.wpapp.apk,b.a.b.c$e,Receiver,2,2
appnewnessoflifefellowshiporg.wpapp.apk,com.google.android.gms.common.api.internal.zzc,Fragment,0,0
appnewnessoflifefellowshiporg.wpapp.apk,com.google.firebase.iid.y$a,Receiver,2,2
appnewnessoflifefellowshiporg.wpapp.apk,com.google.android.datatransport.runtime.backends.TransportBackendDiscovery,Service,8,2
appnewnessoflifefellowshiporg.wpapp.apk,agency.aic.wpapp.MyFirebaseMessagingService,Service,8,2
appnewnessoflifefellowshiporg.wpapp.apk,com.google.firebase.provider.FirebaseInitProvider,Provider,0,0
appnewnessoflifefellowshiporg.wpapp.apk,com.google.firebase.messaging.c0$a,Receiver,2,2
appnewnessoflifefellowshiporg.wpapp.apk,com.google.android.gms.common.ErrorDialogFragment,Fragment,9,5
appnewnessoflifefellowshiporg.wpapp.apk,com.google.firebase.iid.FirebaseInstanceIdReceiver,Receiver,2,2
appnewnessoflifefellowshiporg.wpapp.apk,com.google.android.gms.common.api.internal.zza,Fragment,9,5
appnewnessoflifefellowshiporg.wpapp.apk,b.a.c.s.a.g$b,Receiver,2,2
appnewnessoflifefellowshiporg.wpapp.apk,com.google.android.datatransport.runtime.scheduling.jobscheduling.AlarmManagerSchedulerBroadcastReceiver,Receiver,2,2
appnewnessoflifefellowshiporg.wpapp.apk,com.google.android.gms.cloudmessaging.CloudMessagingReceiver,Receiver,2,2
appnewnessoflifefellowshiporg.wpapp.apk,com.google.firebase.messaging.FirebaseMessagingService,Service,8,2
appnewnessoflifefellowshiporg.wpapp.apk,com.google.android.gms.common.SupportErrorDialogFragment,Fragment,0,0
appnewnessoflifefellowshiporg.wpapp.apk,com.google.firebase.messaging.g,Service,8,2
appnewnessoflifefellowshiporg.wpapp.apk,agency.aic.wpapp.SpeedActivity,Activity,4,1
appnewnessoflifefellowshiporg.wpapp.apk,com.google.android.gms.common.api.internal.zabq,Receiver,2,2
appnewnessoflifefellowshiporg.wpapp.apk,com.google.firebase.components.ComponentDiscoveryService,Service,8,2
appnewnessoflifefellowshiporg.wpapp.apk,com.google.android.datatransport.runtime.scheduling.jobscheduling.JobInfoSchedulerService,Service,8,2
appnewnessoflifefellowshiporg.wpapp.apk,com.journeyapps.barcodescanner.CaptureActivity,Activity,4,1
com.alb.plusapp.apk,com.alb.plusapp.MainActivity,Activity,4,1
com.e.ulillgo.apk,com.e.ulillgo.MainActivity,Activity,4,1
com.e.ulillgo.apk,com.e.ulillgo.ui.main.MainFragment,Fragment,9,5
com.pinayromances.twa.en.apk,com.pinayromances.twa.en.LauncherActivity,Activity,4,1
com.pinayromances.twa.en.apk,com.google.androidbrowserhelper.trusted.FocusActivity,Activity,4,1
com.pinayromances.twa.en.apk,com.pinayromances.twa.en.DelegationService,Service,8,2
com.pinayromances.twa.en.apk,c.a.a.a.b.j,Fragment,0,0
com.pinayromances.twa.en.apk,com.google.android.gms.common.api.internal.y0,Receiver,2,2
com.pinayromances.twa.en.apk,com.google.androidbrowserhelper.trusted.ManageDataLauncherActivity,Activity,4,1
com.pinayromances.twa.en.apk,com.google.android.gms.common.api.GoogleApiActivity,Activity,4,1
com.pinayromances.twa.en.apk,b.c.c.l,Service,8,2
com.pinayromances.twa.en.apk,com.google.androidbrowserhelper.trusted.n,Activity,4,1
com.pinayromances.twa.en.apk,com.google.androidbrowserhelper.trusted.WebViewFallbackActivity,Activity,4,1
com.pinayromances.twa.en.apk,c.a.a.a.b.b,Fragment,9,5
com.pinayromances.twa.en.apk,com.google.androidbrowserhelper.locationdelegation.PermissionRequestActivity,Activity,4,1
com.pinayromances.twa.en.apk,com.google.androidbrowserhelper.trusted.l,Service,8,2
f.fajrak.barbatstudio.smartturnv2.apk,f.fajrak.barbatstudio.smartturnv2.MainActivity,Activity,4,1
f.fajrak.barbatstudio.smartturnv2.apk,com.google.android.datatransport.runtime.backends.TransportBackendDiscovery,Service,8,2
f.fajrak.barbatstudio.smartturnv2.apk,b.b.b.c$e,Receiver,2,2
f.fajrak.barbatstudio.smartturnv2.apk,com.google.firebase.messaging.b0$a,Receiver,2,2
f.fajrak.barbatstudio.smartturnv2.apk,com.google.firebase.provider.FirebaseInitProvider,Provider,0,0
f.fajrak.barbatstudio.smartturnv2.apk,io.flutter.plugins.imagepicker.ImagePickerFileProvider,Provider,0,0
f.fajrak.barbatstudio.smartturnv2.apk,com.google.firebase.messaging.g,Service,8,2
f.fajrak.barbatstudio.smartturnv2.apk,io.flutter.plugins.firebasemessaging.FlutterFirebaseMessagingService,Service,8,2
f.fajrak.barbatstudio.smartturnv2.apk,a.d.e.b,Provider,0,0
f.fajrak.barbatstudio.smartturnv2.apk,com.yalantis.ucrop.UCropActivity,Activity,4,1
f.fajrak.barbatstudio.smartturnv2.apk,com.google.firebase.iid.FirebaseInstanceIdReceiver,Receiver,2,2
f.fajrak.barbatstudio.smartturnv2.apk,com.google.android.gms.common.api.GoogleApiActivity,Activity,4,1
f.fajrak.barbatstudio.smartturnv2.apk,com.google.firebase.components.ComponentDiscoveryService,Service,8,2
f.fajrak.barbatstudio.smartturnv2.apk,io.flutter.plugins.urllauncher.WebViewActivity,Activity,4,1
f.fajrak.barbatstudio.smartturnv2.apk,com.google.firebase.iid.s0$a,Receiver,2,2
f.fajrak.barbatstudio.smartturnv2.apk,com.google.android.datatransport.runtime.scheduling.jobscheduling.AlarmManagerSchedulerBroadcastReceiver,Receiver,2,2
f.fajrak.barbatstudio.smartturnv2.apk,b.b.a.b.b.b,Fragment,9,5
f.fajrak.barbatstudio.smartturnv2.apk,io.flutter.plugins.firebasemessaging.a,Receiver,2,2
f.fajrak.barbatstudio.smartturnv2.apk,io.flutter.embedding.android.d,Activity,4,1
f.fajrak.barbatstudio.smartturnv2.apk,b.b.a.b.b.j,Fragment,0,0
f.fajrak.barbatstudio.smartturnv2.apk,com.google.firebase.messaging.FirebaseMessagingService,Service,8,2
f.fajrak.barbatstudio.smartturnv2.apk,com.google.android.datatransport.runtime.scheduling.jobscheduling.JobInfoSchedulerService,Service,8,2
f.fajrak.barbatstudio.smartturnv2.apk,io.flutter.plugins.urllauncher.WebViewActivity$a,Receiver,2,2
it.discorsionline.discorsi.apk,com.onesignal.BootUpReceiver,Receiver,2,2
it.discorsionline.discorsi.apk,com.onesignal.RestoreKickoffJobService,Service,8,2
it.discorsionline.discorsi.apk,com.google.android.gms.stats.GCoreWakefulBroadcastReceiver,Receiver,2,2
it.discorsionline.discorsi.apk,com.google.firebase.provider.FirebaseInitProvider,Provider,0,0
it.discorsionline.discorsi.apk,com.onesignal.NotificationRestoreService,Service,8,2
it.discorsionline.discorsi.apk,com.google.android.gms.common.SupportErrorDialogFragment,Fragment,9,5
it.discorsionline.discorsi.apk,com.onesignal.PermissionsActivity,Activity,4,1
it.discorsionline.discorsi.apk,com.google.android.gms.common.api.internal.zza,Fragment,9,5
it.discorsionline.discorsi.apk,com.google.android.gms.common.api.GoogleApiActivity,Activity,4,1
it.discorsionline.discorsi.apk,com.onesignal.OneSignalJobServiceBase,Service,8,2
it.discorsionline.discorsi.apk,com.google.android.gms.common.api.internal.zabq,Receiver,2,2
it.discorsionline.discorsi.apk,com.onesignal.UpgradeReceiver,Receiver,2,2
it.discorsionline.discorsi.apk,com.onesignal.JobIntentService,Service,8,2
it.discorsionline.discorsi.apk,com.onesignal.NotificationOpenedActivityHMS,Activity,4,1
it.discorsionline.discorsi.apk,com.google.firebase.iid.FirebaseInstanceIdReceiver,Receiver,2,2
it.discorsionline.discorsi.apk,com.onesignal.GcmIntentJobService,Service,8,2
it.discorsionline.discorsi.apk,com.google.firebase.iid.zzaz,Receiver,2,2
it.discorsionline.discorsi.apk,com.google.android.gms.common.ErrorDialogFragment,Fragment,9,5
it.discorsionline.discorsi.apk,com.onesignal.RestoreJobService,Service,8,2
it.discorsionline.discorsi.apk,com.onesignal.NotificationExtenderService,Service,8,2
it.discorsionline.discorsi.apk,com.onesignal.NotificationOpenedReceiver,Receiver,2,2
it.discorsionline.discorsi.apk,com.onesignal.GcmIntentService,Service,8,2
it.discorsionline.discorsi.apk,com.google.firebase.messaging.FirebaseMessagingService,Service,8,2
it.discorsionline.discorsi.apk,com.posturadapaura.app.MainActivity,Activity,4,1
it.discorsionline.discorsi.apk,com.google.firebase.iid.FirebaseInstanceIdService,Service,8,2
it.discorsionline.discorsi.apk,com.google.firebase.FirebaseApp$zzc,Receiver,2,2
it.discorsionline.discorsi.apk,com.onesignal.NotificationOpenedActivity,Activity,4,1
it.discorsionline.discorsi.apk,com.onesignal.SyncJobService,Service,8,2
it.discorsionline.discorsi.apk,com.google.android.gms.common.api.internal.zzc,Fragment,9,5
it.discorsionline.discorsi.apk,com.onesignal.GcmBroadcastReceiver,Receiver,2,2
it.discorsionline.discorsi.apk,com.onesignal.SyncService,Service,8,2
it.discorsionline.discorsi.apk,com.google.firebase.iid.zzb,Service,8,2
it.discorsionline.discorsi.apk,com.google.firebase.components.ComponentDiscoveryService,Service,8,2
kick.wpapp.apk,com.journeyapps.barcodescanner.CaptureActivity,Activity,4,1
kick.wpapp.apk,com.google.android.gms.common.api.internal.zza,Fragment,9,5
kick.wpapp.apk,com.google.android.gms.common.api.internal.zzc,Fragment,0,0
kick.wpapp.apk,com.google.android.datatransport.runtime.scheduling.jobscheduling.JobInfoSchedulerService,Service,8,2
kick.wpapp.apk,agency.aic.wpapp.StartActivity,Activity,4,1
kick.wpapp.apk,b.a.b.s.a.g$b,Receiver,2,2
kick.wpapp.apk,com.google.android.gms.common.SupportErrorDialogFragment,Fragment,0,0
kick.wpapp.apk,com.google.android.gms.common.api.GoogleApiActivity,Activity,4,1
kick.wpapp.apk,com.google.firebase.components.ComponentDiscoveryService,Service,8,2
kick.wpapp.apk,com.google.android.gms.stats.GCoreWakefulBroadcastReceiver,Receiver,2,2
kick.wpapp.apk,com.google.android.datatransport.runtime.scheduling.jobscheduling.AlarmManagerSchedulerBroadcastReceiver,Receiver,2,2
kick.wpapp.apk,com.google.android.datatransport.runtime.backends.TransportBackendDiscovery,Service,8,2
kick.wpapp.apk,com.google.firebase.provider.FirebaseInitProvider,Provider,0,0
kick.wpapp.apk,com.google.firebase.messaging.FirebaseMessagingService,Service,8,2
kick.wpapp.apk,com.google.firebase.c$e,Receiver,2,2
kick.wpapp.apk,com.google.firebase.messaging.g,Service,8,2
kick.wpapp.apk,com.google.android.gms.common.api.internal.zabq,Receiver,2,2
kick.wpapp.apk,agency.aic.wpapp.MyFirebaseMessagingService,Service,8,2
kick.wpapp.apk,com.google.android.gms.cloudmessaging.CloudMessagingReceiver,Receiver,2,2
kick.wpapp.apk,com.google.android.gms.common.ErrorDialogFragment,Fragment,9,5
kick.wpapp.apk,com.google.firebase.messaging.d0$a,Receiver,2,2
kick.wpapp.apk,com.google.firebase.iid.FirebaseInstanceIdReceiver,Receiver,2,2
kick.wpapp.apk,com.google.firebase.iid.y$a,Receiver,2,2
kick.wpapp.apk,agency.aic.wpapp.SpeedActivity,Activity,4,1
kr.ieodo.apk,kr.ieodo.MainActivity,Activity,4,1
kr.ieodo.apk,kr.ieodo.MainActivity_,Activity,4,1
net.easyjoin.zipnship.apk,net.easyjoin.zipnship.activity.UnzipActivity,Activity,4,1
net.easyjoin.zipnship.apk,a.b.c.k$g$a,Receiver,2,2
net.easyjoin.zipnship.apk,net.easyjoin.zipnship.activity.MainActivity,Activity,4,1
net.easyjoin.zipnship.apk,c.a.a.a,Activity,4,1
net.easyjoin.zipnship.apk,a.i.a.d,Activity,4,1
net.easyjoin.zipnship.apk,a.b.c.h,Activity,4,1
net.easyjoin.zipnship.apk,a.k.o,Fragment,9,5
net.easyjoin.zipnship.apk,net.easyjoin.zipnship.activity.ZipActivity,Activity,4,1
net.easyjoin.zipnship.apk,a.e.b.g,Activity,4,1
usd.aleavt.usd.apk,usd.aleavt.usd.Second1Activity,Activity,4,1
usd.aleavt.usd.apk,usd.aleavt.usd.SecondActivity,Activity,4,1
usd.aleavt.usd.apk,usd.aleavt.usd.MainActivity,Activity,4,1
antennapod.apk,de.danoeh.antennapod.ui.screen.playback.audio.CoverFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.playback.audio.AudioPlayerFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.activity.MainActivity,Activity,4,1
antennapod.apk,de.danoeh.antennapod.ui.screen.playback.PlaybackSpeedDialogActivity,Activity,4,1
antennapod.apk,de.danoeh.antennapod.ui.screen.episode.ItemFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.AllEpisodesFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.preferences.screen.NotificationPreferencesFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.playback.PlaybackControlsDialog,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.activity.OpmlImportActivity,Activity,4,1
antennapod.apk,de.danoeh.antennapod.ui.screen.drawer.NavDrawerFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.preferences.screen.about.DevelopersFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.SearchFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.home.sections.SubscriptionsSection,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.AllEpisodesFilterDialog,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.statistics.years.YearsStatisticsFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.playback.service.PlaybackService$5,Receiver,2,2
antennapod.apk,de.danoeh.antennapod.ui.preferences.screen.synchronization.GpodderAuthenticationFragment,Fragment,9,5
antennapod.apk,com.bytehamster.lib.preferencesearch.SearchPreferenceFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.episode.ItemPagerFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.widget.PlayerWidget,Receiver,2,2
antennapod.apk,de.danoeh.antennapod.ui.screen.download.DownloadLogDetailsDialog,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.discovery.QuickFeedDiscoveryFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.preferences.DownloadsPreferencesFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.common.ToolbarActivity,Activity,4,1
antennapod.apk,de.danoeh.antennapod.playback.service.QuickSettingsTileService,Service,8,2
antennapod.apk,de.danoeh.antennapod.ui.screen.feed.FeedInfoFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.queue.QueueFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.preferences.screen.about.LicensesFragment,Fragment,9,5
antennapod.apk,com.bumptech.glide.manager.SingletonConnectivityReceiver$FrameworkConnectivityMonitorPreApi24$1,Receiver,2,2
antennapod.apk,de.danoeh.antennapod.ui.screen.playback.SleepTimerDialog,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.net.download.service.feed.FeedUpdateReceiver,Receiver,2,2
antennapod.apk,de.danoeh.antennapod.ui.screen.preferences.AutomaticDeletionPreferencesFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.playback.PlaybackSpeedDialogActivity$InnerVariableSpeedDialog,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.common.AnimatedFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.feed.FeedItemlistFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.episodeslist.EpisodesListFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.feed.RemoveFeedDialog,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.playback.audio.ExternalPlayerFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.statistics.downloads.DownloadStatisticsFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.playback.video.VideoplayerActivity,Activity,4,1
antennapod.apk,de.danoeh.antennapod.ui.preferences.screen.AutoDownloadPreferencesFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.discovery.OnlineSearchFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.statistics.StatisticsFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.subscriptions.SubscriptionsFilterDialog,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.playback.cast.CastEnabledActivity,Activity,4,1
antennapod.apk,de.danoeh.antennapod.ui.screen.preferences.PreferenceActivity,Activity,4,1
antennapod.apk,de.danoeh.antennapod.ui.screen.download.DownloadLogFragment,Fragment,9,5
antennapod.apk,com.google.android.material.datepicker.MaterialDatePicker,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.InboxFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.AllEpisodesFragment$AllEpisodesSortDialog,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.common.PagedToolbarFragment,Fragment,9,5
antennapod.apk,com.google.android.material.datepicker.MaterialCalendar,Fragment,9,5
antennapod.apk,com.google.android.material.datepicker.PickerFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.preferences.SwipePreferencesFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.home.sections.EchoSection,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.playback.TranscriptDialogFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.playback.service.PlaybackController$3,Receiver,2,2
antennapod.apk,de.danoeh.antennapod.ui.screen.playback.VariableSpeedDialog,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.feed.preferences.FeedSettingsPreferenceFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.preferences.screen.synchronization.NextcloudAuthenticationFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.InboxFragment$InboxSortDialog,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.echo.EchoActivity,Activity,4,1
antennapod.apk,de.danoeh.antennapod.ui.screen.download.CompletedDownloadsFragment$DownloadsSortDialog,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.net.download.service.ConnectivityActionReceiver,Receiver,2,2
antennapod.apk,de.danoeh.antennapod.ui.screen.chapter.ChaptersFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.playback.service.PlaybackController$2,Receiver,2,2
antennapod.apk,de.danoeh.antennapod.ui.widget.WidgetConfigActivity,Activity,4,1
antennapod.apk,com.google.android.material.bottomsheet.BottomSheetDialogFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.home.HomeSection,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.playback.audio.ItemDescriptionFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.discovery.DiscoveryFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.preferences.screen.synchronization.SynchronizationPreferencesFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.preferences.ImportExportPreferencesFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.home.sections.DownloadsSection,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.subscriptions.SubscriptionFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.statistics.subscriptions.SubscriptionStatisticsFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.preferences.UserInterfacePreferencesFragment,Fragment,9,5
antennapod.apk,com.google.android.material.datepicker.MaterialTextInputPicker,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.preferences.screen.AnimatedPreferenceFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.feed.FeedItemlistFragment$RemoveFeedDialogClose,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.preferences.PlaybackPreferencesFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.preferences.screen.about.SpecialThanksFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.feed.ItemFilterDialog,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.feed.preferences.FeedSettingsFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.AddFeedFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.playback.service.PlaybackService$6,Receiver,2,2
antennapod.apk,de.danoeh.antennapod.ui.screen.home.sections.EpisodesSurpriseSection,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.statistics.feed.FeedStatisticsDialogFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.subscriptions.EpisodeListGlobalDefaultSortDialog,Fragment,9,5
